15/09/2014 11:26:19 AM,3,,,,,,,,,,,,,,,,,,
P,20140915,120883432,1,5550000,,,,,,,,,,,,,,,
35588784, Reg Jatim  graPARI Jember,5550000,37770 GraPARI Jember,,,,,,,,,,,,,N,,,N
