20/03/2013 10:55:33 AM,3,,,,,,,,,,,,,,,,,,
P,20130320,120883432,1,19325,,,,,,,,,,,,,,,
0123146112,PT. SUMBER ALFARIA TRIJAYA - CLS 2,19325,33787 Settled from 89027,,,,,,,,,,,,,N,,,N
