19/06/2014 09:55:42 AM,3,,,,,,,,,,,,,,,,,,
P,20140619,120883432,1,400000,,,,,,,,,,,,,,,
189484916,Reg Jabotabek   graPARI  Tangerang,400000,37246 GraPARI Tangerang BSD,,,,,,,,,,,,,N,,,N
