11/02/2013 01:39:13 PM,4,,,,,,,,,,,,,,,,,,
P,20130211,120883432,2,31831,,,,,,,,,,,,,,,
0132894893,PT. SUMBER ALFARIA TRIJAYA - CKK,14930,33444 Settled from 89201,,,,,,,,,,,,,N,,,N
0123146112,PT. SUMBER ALFARIA TRIJAYA - CLS 2,16901,33436 Settled from 88655,,,,,,,,,,,,,N,,,N
