12/02/2013 10:48:54 AM,3,,,,,,,,,,,,,,,,,,
P,20130212,120883432,1,94020,,,,,,,,,,,,,,,
0010560119,Modern Putra Indonesia,94020,33453 Settled from 87252,,,,,,,,,,,,,N,,,N
