P,8524569731,20100831,3,3000
24234534,null,,,,IDR,1000,Cashout 442,,,Mandiri,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Daily Settlement
123131,null,,,,IDR,1000,Cashout 421,,,Mandiri,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,anto ngetes sama alex
24234534,null,,,,IDR,1000,Cashout 405,,,Mandiri,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Daily Settlement
