22/11/2013 10:07:47 AM,3,,,,,,,,,,,,,,,,,,
P,20131122,120883432,1,20000,,,,,,,,,,,,,,,
0041928768,Reg Balinusra  graPARI Mataram,20000,35702 GraPARI Mataram,,,,,,,,,,,,,N,,,N
