P,8524569731,20100902,2,2000
24234534,null,,,,IDR,1000,Cashout 442,,,Mandiri,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Daily Settlement
24234534,null,,,,IDR,1000,Cashout 405,,,Mandiri,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Daily Settlement
