20101027154709,9
P,20101027,0120883432,7,277000
11111111,wicaksono,12000,DS_27102010 541,,,,,,,,,,,,,,N,,RefNumber,Y, BenRefNumber
11111111,wicaksono,11000,DS_27102010 521,,,,,,,,,,,,,,N,,RefNumber,Y, BenRefNumber
1231212312,TEST Acc,250000,DS_27102010 503,,,,,,,,,,,,,,N,,RefNumber,Y, BenRefNumber
2424234,anto,1000,mau settlement gw 463,,,,,,,,,,,,,,N,,RefNumber,Y, BenRefNumber
1231312,null,1000,minta bayar 443,,,,,,,,,,,,,,N,,RefNumber,Y, BenRefNumber
2424234,anto,1000,testing ajah 441,,,,,,,,,,,,,,N,,RefNumber,Y, BenRefNumber
56456564,null,1000,test 361,,,,,,,,,,,,,,N,,RefNumber,Y, BenRefNumber
